quote,author,category
"These are NOT times for dramatization and talking, but meditation and praying.",Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
"As I travel around the country, I'm finding a common denominator - people are hurting and going through regardless of race and creed. The common denominators are people HURTING people. The cure also has a common denominator - people start HELPING people.",Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
"The problem is people want help, but when help arrives you want to tell the help how to help you. Learn to RECEIVE help.",Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
This storm we are in concerns me greatly. Even in the midst of the storm I know the Son shines from behind the clouds and will eventually break through completely. There is hope. Let's impact this change together.,Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
"When you make yourself a better you, you inevitably make a better life for your family. That's the thing I'll always embrace and you should too. Better yourself. Enjoy your life.",Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
Winners see the victory before the contest begins and before they cross the finish line. Get yourself ready. SEE THE VICTORY.,Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
As men and women we need to occupy our space as Kings and Queens, move into our new reality. It only requires mindset.,Bobby F. Kimbrough Jr.
"The Good, the Bad and the Ugly: I was watching an old western and started thinking the Good, the Bad and the Ugly are present in all of us. What determines which one dominates is the one that is fed. Which one are you feeding?",Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
From the dream to mainstream...Do whatever is necessary to make your dream a reality. To get others to invest in you and your dreams you must be willing to invest in yourself.,Bobby F. Kimbrough Jr.,"dreams, existence, god, midnight, motivation, reality, self-image, spiritual, strength, survival"
"While watching the current state of America, I have concluded we should welcome the truth no matter how it arrives and justice no matter who or what it affects. When we don't, we become a vessel of mendacity and hypocrisy.",Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
The pressures of life and influence of society have caused many to become something and someone they are not. Remove the layers. Dig through the dust and debris. Find the genuine jewel - YOU.,Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
"For the last few days I have been stuck on the power of the touch. I would like to ask a favor - that we touch and agree mentally and spiritually. Going forward, let us take on the mindset of Kings and Queens and govern every thing in our space as such. Expect greatness. Anything less is unacceptable.",Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
"While looking down memory lane, I realized that I have had an unusual and extraordinary life at times. Then it dawned on me, maybe it's because I'm supposed to help unusual and extraordinary lives.",Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
"While sitting in the darkness in complete silence, I never realized how much there was to see and hear. There is sight and sound in darkness and silence. Learn to look and listen.",Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
"Whatever a man values, it is there you will find his resources. That which has no value to him, neither he nor his resources nor him will be present. Where can we find you?",Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
Price and Cost. Sometimes we pay more. Sometimes we pay less. You've got to determine what you are willing to pay for success.,Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
Only a few will LEAD, the rest will follow. Who is leading you and what are they leading you to?,Bobby F. Kimbrough Jr.
"A Warrior, A Winner has no fear. His only objective is to change the atmosphere, because he knows that then he controls the outcome.",Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
Master your mind and you'll master the world around you.,Stephan Labossiere,"life-quotes, motivation, motivational-quotes, stephan-speaks"
"At times, don’t be forced to play nice with others, especially when their version of playing nice favours them, and is focused on them. Playing nice means working together for a shared result. I’m not sorry for not being able to play nice with everyone, sometimes I only play nice with the best.","Tony Curl, Seriously Simple Stuff to Get You Unstuck","motivation, passion, result, shared, sorry, success, working-hard"
"Ineffective leadership, is the plight of followers who anoint power to the autocratic persons who's visions are not founded but are rather arbitrary in their nature.",Wayne Chirisa,"citizens, inspirational, inspirational-quotes, leadership, leadership-characteristics, leadership-development, leadership-quotes, leadership-styles, leadership-traits, management, motivation, motivational, motivational-quotes, policatical-campaign, political, political-philosophy, power, vision-building, vision-quotes, visionary, visionary-leader"
"[On doors of opportunity] If that door doesnt open, Dont worry. It was probably best you got locked out than be locked in. Move on the next door.",Janna Cachola,"boss-lady, goal-digger, inspire, motivation, opportunity, success"
The nature of your outcome or problem in large part depends upon you. Results are what you get when you follow the rules. Consequences are the results of negative choices. Your thoughts become your actions. Your thoughts should be focused on what you desire.,Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
"Look around you… There! Yes, there!! There's what you need to succeed.",Nike Thaddeus,"environment, inspiration, inspirational, inspire, key-to-success, motivation, motivational, motivational-quotes, self-evaluation, self-evaluation-quotes, success, success-quotes, surroundings, take-control, take-control-of-your-fate"
"Have you chosen to accept what life has given you, or are you choosing to create your life? There is a powerful difference.","Tony Curl, Seriously Simple Stuff to Get You Unstuck","choose-life, motivation, powerful-quotes, success"
"Why just celebrate birthdays? Why not celebrate every day? In reality, we are born anew everyday. Everyday is a Birthday!",RVM,"inspiration, motivation"
Inspiration is a spark. It is nothing unless we use it to build a fire.,Vironika Tugaleva,"action, inspiration, inspired-action, motivation, self-motivation, taking-action"
Sometimes just looking and listening speaks so much louder than words.,"Gavin Mills, Seed of Reason","inspirational-quotes, lessons-in-life, motivation"
Thought leadership is first and foremost life leadership.,Ifeanyi Enoch Onuoha,"idea, inspirational, leadership, lesson, life, motivation, motivational, quote, thought"
"In order to discover who you are within, you need to attune your visionary world deep in your sub-conscience to the outward world and live it.",Wayne Chirisa,"courage, courage-quotes, life, life-changing, life-experience, life-philosophy, motivation, motivational, motivational-quotes, pride, pride-quotes, vision, visionary-inspirational, visions-in-life"
