quote,author,category
The road never ends ... only our vision does.,"Amit Reddy, Who Stole My India?","motorcycle, road, travel"
I’d learned so much from traveling to familiar places that I figured I’d learn twice as much by going to a place I knew nothing about.,"Gerry Abbey, Cheers, Beers, and Eastern Promise","asia, inspirational, taiwan, travel, traveling-alone"
"I've never understood people who just go out for one drink. Once I have one drink, I want all the drinks.","Vicki Lesage, Confessions of a Paris Party Girl","drinking, humor, paris, partying, travel"
Travel is a state of mind. It has nothing to do with existence or the exotic. It is almost always an inner experience.,"Paul Theroux, Fresh Air Fiend: Travel Writings","art, travel, writing"
"The South Pacific is memorable because when you are in the islands you simply cannot ignore nature. You cannot avoid looking up at the stars, large as apples on a new tree. You cannot deafen your ear to the thunder of the surf. The bright sands, the screaming birds, and the wild winds are always with you.","James A. Michener, Return to Paradise","nature, travel"
"At times, working in big cities far from nature, I have been sick with nesomania, and I think the reason is this: On the islands one has both the time and the inclination to communicate with the stars and the trees and the waves drifting ashore, one lives more intensely.","James A. Michener, World Is My Home","travel, writing"
You can't ever get too much of Paris.,"Vicki Lesage, Confessions of a Paris Party Girl","dream-big, paris, travel"
"Random acts of kindness show that even amidst the hustle and bustle, Paris inhabitants are more welcoming that their reputation gives them credit for.","Vicki Lesage, Confessions of a Paris Party Girl","expats, paris, parisians, travel"
"I was supposed to stay for 3 months. But I think I always knew I would stay a little longer, despite the crazy Frenchies. Or maybe because of them.","Vicki Lesage, Confessions of a Paris Party Girl","expats, french-people, paris, parisians, travel"
"The South Pacific is not a paradise, in the sense that Eden wasn't either. There are always apples and snakes. But it is a wonderful place to live. The green vales of Tahiti, the hills of Guadalcanal, the towering peaks about Wau, and the noonday brilliance of Rabaul have enchanted many white travelers who have stayed on for many years and built happy lives. Often on a cool night when the beer was plentiful and the stories alluring, we have envied the men and women of the South Pacific","James A. Michener, Return to Paradise","geography, travel"
It was one of those striking moments in life where you find familiarity in the inexplicable.,Gerry Abbey,"asia, drinking, memoir, taiwan, teachers, teaching, travel, travel-writing"
"What did I learn in my travels? In whatever foreign country I visited I met dreamers who longed to reach America and its promise of an enriched life so I knew we had a country rich in opportunity, but I also met those brilliant Jews already in America who had been denied that promise.","James A. Michener, World Is My Home","america, travel"
"As we lifted off, China growing ever more distant from the window-seat, the endless ocean opening up before us, I was torn between the excitement of something new and leaving that which I'd grown to love. In that moment, I understood we may never come back; that we were floating there suspended between two worlds, above the world. There was no logic in where we would go from here, nor any limitation. We had each other, and we knew now of what adaptation we were capable. Their faces flashed through my mind, and I wondered if we'd ever find a country like that again, or if we'd ever be as open with new friends, knowing now what it was like to leave them. Like a first love lost. I hoped we'd have the courage to love Germany so that the day we'd leave our hearts would also break. For what is life except that kind of attachment? And isn't it true that one can live in a place all their life, surrounded by comfort and familiarity, and never feel this longing? As the last view of China slipped off the horizon, I promised myself that I would always dare to love, squeezing Patrick's hand, and seeing that in our love for each other, we'd always have the strength to let go.","Megan Rich, Six Years of A Floating Life: A Memoir",travel
Thrilled about my giveaway winners! Book will be mailed Tuesday (after the holiday! Hope you enjoy Libby's Journey and come back for more! Share with friends and I'd appreciate reviews!,"DiDi Hendley, Whirlwind Love Libby's Journey","adventure, love, music, singers, travel"
"With my pen I have engraved warrants of citizenship in the most remote corners, for truly the world has been my home.","James A. Michener, World Is My Home","travel, writing"
"Animals travel on all fours. Mankind on two. Motorcycling is not a means of transport but an ideology, a nomadic way of life.","Amit Reddy, Who Stole My India?","motorcycle, philosophy, travel"
"And so we went. And so it went. And, slowly, I began to learn: speaking in the same language does not equal communication, especially when there is a cultural divide.","Gerry Abbey, Cheers, Beers, and Eastern Promise","asia, chinese, english, language, memoir, southeast-asia, taiwan, teachers, teaching, travel, travel-writing"
"I looked out again at the rising moon and I let the weight of my day, my week, lift away with the rushing wind as I was blown into the depths of myself.","Gerry Abbey, Cheers, Beers, and Eastern Promise","asia, inspirational, memoir, reflection-on-life, southeast-asia, taiwan, teachers, teaching, travel, travel-writing"
"Somehow, we were passing the boundaries of language and finding clarity in shared thought, even if we were just talking about beer!","Gerry Abbey, Cheers, Beers, and Eastern Promise","asia, drinking, inspirational, memoir, southeast-asia, taiwan, teachers, teaching, travel, travel-writing, writing"
My professional life had started and here I was at a professional dinner full of uninhibited drinking.,"Gerry Abbey, Cheers, Beers, and Eastern Promise","asia, beer, drinking, memoir, taiwan, travel, travel-writing"
There were signs everywhere but none that I could read or even hope to decipher. These multi-lined symbols unhinged my familiar world.,"Gerry Abbey, Cheers, Beers, and Eastern Promise","asia, inspirational, memoir, taiwan, travel, travel-writing"
Every body has a unique path to travel.,Lailah Gifty Akita,"path, path-of-life, travel, travel-writing"
"As the silence returned, I sat back and felt the tension ease away; I hadn’t even known I was tense. A few moments passed and once again the cycling fan laced in with the clanging chains and mixed with the rumbling mower and the buzzing insects.","Gerry Abbey, Cheers, Beers, and Eastern Promise","asia, inspirational, memoir, taiwan, teachers, teaching, travel, travel-writing"
